Age,Height,Matches,Minutes/Match,Goals/Match,Assists/Match,Yellow Cards/Match,Red Cards/Match,Shots/Match,Pass Success Rate,Aerials Won,class
21,189,27.0,74.5185185185185,0.0,0.074074074074074,0.111111111111111,0.037037037037037,0.3,90.7,2.3,Defender
18,196,2.0,90.0,0.0,0.0,0.0,0.0,0.5,89.9,1.0,Defender
41,188,206.0,90.0,0.0,0.0145631067961165,0.0194174757281553,0.0,0.0,65.7,0.1,Goalkeeper
21,174,25.0,40.64,0.12,0.04,0.12,0.0,0.8,86.8,0.2,Midfielder
20,173,7.0,22.5714285714286,0.0,0.142857142857143,0.0,0.0,1.3,73.2,0.4,Forward
30,190,199.0,75.0301507537689,0.0653266331658291,0.0150753768844221,0.110552763819095,0.0,0.4,88.4,2.0,Defender
22,180,136.0,48.2941176470588,0.345588235294118,0.154411764705882,0.088235294117647,0.0,1.7,76.8,1.2,Forward
24,176,188.0,77.968085106383,0.026595744680851,0.143617021276596,0.148936170212766,0.0,0.7,86.7,0.8,Defender
21,184,11.0,27.8181818181818,0.0,0.0,0.0909090909090909,0.0,0.6,78.3,0.5,Forward
21,183,49.0,56.0612244897959,0.0408163265306122,0.102040816326531,0.142857142857143,0.0,0.4,86.9,0.5,Midfielder
24,179,55.0,80.8909090909091,0.218181818181818,0.145454545454545,0.0727272727272727,0.0,2.0,82.0,0.5,Midfielder
24,187,50.0,86.66,0.12,0.04,0.28,0.04,0.6,80.7,2.9,Defender
30,181,99.0,68.7171717171717,0.151515151515152,0.161616161616162,0.121212121212121,0.0101010101010101,1.4,72.9,0.9,Midfielder
33,188,206.0,85.8106796116505,0.0776699029126213,0.0339805825242718,0.155339805825243,0.0145631067961165,0.7,80.4,2.7,Defender
28,178,38.0,81.7105263157895,0.184210526315789,0.0789473684210526,0.157894736842105,0.0,1.9,82.4,0.6,Midfielder
26,180,106.0,57.8962264150943,0.132075471698113,0.10377358490566,0.169811320754717,0.0,1.7,75.8,0.5,Midfielder
22,174,119.0,60.5378151260504,0.310924369747899,0.151260504201681,0.0252100840336134,0.0,2.1,71.2,0.8,Forward
27,187,157.0,81.4267515923567,0.184713375796178,0.0891719745222929,0.184713375796178,0.0063694267515923,1.7,79.3,1.4,Midfielder
23,186,47.0,64.936170212766,0.0,0.0212765957446808,0.106382978723404,0.0212765957446808,0.2,84.5,2.0,Defender
32,190,148.0,88.7837837837838,0.0,0.0,0.0337837837837837,0.0,0.0,67.9,0.5,Goalkeeper
28,187,38.0,87.5526315789474,0.0,0.0,0.0263157894736842,0.0,0.0,57.3,0.2,Goalkeeper
26,175,203.0,57.0837438423645,0.108374384236453,0.0541871921182266,0.0788177339901477,0.0098522167487684,1.1,81.0,0.3,Midfielder
19,182,1.0,21.0,0.0,0.0,0.0,0.0,1.0,60.0,1.0,Midfielder
21,186,8.0,26.75,0.125,0.25,0.0,0.125,1.9,78.0,1.0,Forward
26,181,114.0,55.6140350877193,0.184210526315789,0.043859649122807,0.184210526315789,0.0175438596491228,2.1,60.2,0.7,Midfielder
20,187,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender
25,185,191.0,72.9633507853403,0.523560209424084,0.104712041884817,0.136125654450262,0.0157068062827225,3.2,69.5,2.5,Forward
28,187,278.0,80.6906474820144,0.0503597122302158,0.0215827338129496,0.118705035971223,0.0035971223021582,0.5,86.5,2.3,Defender
30,185,173.0,85.5317919075145,0.104046242774566,0.0578034682080924,0.208092485549133,0.0115606936416184,0.9,83.9,2.7,Defender
28,166,303.0,71.2475247524752,0.0462046204620462,0.0396039603960396,0.181518151815182,0.0066006600660066,0.7,87.8,0.6,Midfielder
25,176,177.0,74.045197740113,0.175141242937853,0.15819209039548,0.107344632768362,0.0,1.8,83.0,0.6,Midfielder
31,181,392.0,74.2219387755102,0.540816326530612,0.130102040816327,0.0561224489795918,0.0,2.5,73.9,1.4,Forward
38,190,466.0,89.8991416309013,0.0,0.0,0.0965665236051502,0.0,0.0,66.4,0.3,Goalkeeper
24,173,126.0,48.9603174603175,0.142857142857143,0.134920634920635,0.0793650793650793,0.0,1.2,84.2,0.2,Midfielder
31,180,382.0,73.4764397905759,0.274869109947644,0.306282722513089,0.133507853403141,0.0026178010471204,3.4,75.0,0.3,Midfielder
31,185,313.0,48.8945686900958,0.34185303514377,0.0702875399361022,0.111821086261981,0.0031948881789137,2.0,75.0,0.7,Forward
31,183,298.0,67.4295302013423,0.140939597315436,0.174496644295302,0.197986577181208,0.0100671140939597,1.6,81.6,0.6,Midfielder
22,189,3.0,30.6666666666667,0.0,0.333333333333333,0.0,0.0,0.0,94.5,0.3,Defender
26,185,139.0,83.0503597122302,0.0215827338129496,0.0,0.129496402877698,0.0071942446043165,0.4,84.8,3.3,Defender
21,171,26.0,23.1153846153846,0.0384615384615384,0.0,0.0,0.0,0.7,86.9,0.2,Forward
18,175,3.0,5.66666666666667,0.0,0.0,0.0,0.0,0.0,94.2,0.0,Midfielder
21,170,23.0,46.2608695652174,0.0,0.0,0.0434782608695652,0.0434782608695652,0.1,82.8,0.4,Defender
23,182,135.0,65.5481481481481,0.0666666666666666,0.0518518518518518,0.185185185185185,0.0,0.9,76.0,0.8,Midfielder
28,189,227.0,79.3039647577093,0.0352422907488986,0.0220264317180616,0.114537444933921,0.0088105726872246,0.4,72.7,2.6,Defender
23,194,141.0,85.645390070922,0.0567375886524822,0.0070921985815602,0.163120567375887,0.0,0.7,79.3,4.3,Defender
31,183,140.0,71.3571428571429,0.0714285714285714,0.0571428571428571,0.142857142857143,0.0,1.1,71.7,0.9,Midfielder
22,186,63.0,79.0,0.0317460317460317,0.0,0.126984126984127,0.0,0.4,78.3,2.1,Defender
33,185,44.0,87.3409090909091,0.0,0.0,0.0454545454545454,0.0,0.0,49.9,0.3,Goalkeeper
33,177,363.0,61.6418732782369,0.115702479338843,0.0853994490358126,0.0853994490358126,0.0,1.4,79.0,0.6,Midfielder
26,193,174.0,74.1666666666667,0.293103448275862,0.0632183908045977,0.103448275862069,0.0,1.9,63.6,3.2,Forward
19,186,9.0,73.4444444444444,0.0,0.0,0.333333333333333,0.0,0.0,83.5,1.0,Defender
32,190,181.0,89.5801104972376,0.0,0.011049723756906,0.0883977900552486,0.005524861878453,0.0,58.5,0.2,Goalkeeper
26,180,97.0,38.9278350515464,0.0309278350515463,0.0515463917525773,0.0824742268041237,0.0206185567010309,0.4,84.1,0.4,Midfielder
19,183,10.0,35.6,0.1,0.0,0.1,0.0,0.9,91.9,0.3,Midfielder
18,187,7.0,42.0,0.0,0.0,0.142857142857143,0.0,0.0,77.0,0.1,Defender
30,175,189.0,72.1746031746032,0.0476190476190476,0.0317460317460317,0.111111111111111,0.0,0.8,75.0,0.7,Midfielder
30,177,178.0,72.752808988764,0.0112359550561797,0.0168539325842696,0.179775280898876,0.0056179775280898,0.4,84.7,0.7,Midfielder
27,168,66.0,38.0,0.0303030303030303,0.0303030303030303,0.121212121212121,0.0151515151515151,0.7,82.2,0.4,Midfielder
26,194,175.0,86.4,0.0342857142857142,0.0457142857142857,0.205714285714286,0.0114285714285714,0.4,65.6,5.2,Defender
21,170,72.0,55.375,0.319444444444444,0.0694444444444444,0.152777777777778,0.0,1.7,58.7,0.5,Forward
24,189,134.0,75.6716417910448,0.0074626865671641,0.0223880597014925,0.164179104477612,0.0074626865671641,0.4,78.5,2.6,Defender
27,180,213.0,79.0798122065728,0.131455399061033,0.164319248826291,0.154929577464789,0.0046948356807511,1.3,90.7,0.2,Midfielder
27,188,170.0,87.0647058823529,0.0529411764705882,0.0176470588235294,0.194117647058824,0.0176470588235294,0.5,89.8,2.5,Defender
27,184,190.0,62.7263157894737,0.321052631578947,0.0947368421052631,0.0263157894736842,0.0,1.7,80.7,1.2,Forward
26,188,40.0,88.0,0.0,0.0,0.05,0.0,0.0,61.5,0.2,Goalkeeper
23,184,58.0,79.6896551724138,0.0,0.0517241379310344,0.206896551724138,0.0172413793103448,0.5,83.7,1.6,Defender
29,191,115.0,76.6086956521739,0.0608695652173913,0.0347826086956521,0.156521739130435,0.008695652173913,0.6,81.4,2.1,Defender
24,188,71.0,69.7746478873239,0.0,0.0,0.154929577464789,0.0140845070422535,0.3,86.4,1.4,Defender
26,165,186.0,74.4623655913979,0.188172043010753,0.139784946236559,0.118279569892473,0.0053763440860215,2.0,80.6,0.4,Midfielder
18,172,40.0,42.225,0.1,0.025,0.025,0.0,0.8,81.3,0.3,Midfielder
26,195,41.0,88.0243902439025,0.0,0.0,0.048780487804878,0.0,0.0,65.1,0.1,Goalkeeper
29,183,94.0,55.0744680851064,0.287234042553192,0.138297872340426,0.0425531914893617,0.0,1.5,72.6,0.6,Forward
22,182,56.0,74.3035714285714,0.0357142857142857,0.107142857142857,0.107142857142857,0.0178571428571428,0.4,77.0,0.9,Defender
26,172,172.0,48.4593023255814,0.0406976744186046,0.0930232558139534,0.133720930232558,0.0232558139534883,0.8,82.8,0.3,Midfielder
23,178,125.0,58.424,0.24,0.056,0.128,0.024,1.5,81.6,0.1,Midfielder
21,185,124.0,79.5645161290323,0.0161290322580645,0.0806451612903225,0.153225806451613,0.0,0.4,76.5,1.8,Defender
24,173,93.0,62.9784946236559,0.075268817204301,0.053763440860215,0.150537634408602,0.0,1.6,83.6,0.5,Midfielder
32,193,352.0,83.8664772727273,0.065340909090909,0.0255681818181818,0.201704545454545,0.0113636363636363,1.0,75.3,5.1,Defender
28,196,183.0,89.5300546448087,0.0,0.0054644808743169,0.0327868852459016,0.0,0.0,65.1,0.3,Goalkeeper
29,182,119.0,46.4117647058824,0.0840336134453781,0.126050420168067,0.0672268907563025,0.0,1.0,76.2,0.5,Midfielder
23,188,43.0,47.2325581395349,0.0232558139534883,0.0232558139534883,0.116279069767442,0.0232558139534883,0.6,75.0,0.5,Midfielder
23,187,18.0,73.2777777777778,0.0,0.0,0.166666666666667,0.0,0.3,90.9,1.1,Defender
31,193,115.0,88.9391304347826,0.0,0.017391304347826,0.0521739130434782,0.0,0.0,53.1,0.3,Goalkeeper
18,186,12.0,50.75,0.0,0.0,0.0833333333333333,0.0,0.7,84.1,0.3,Forward
20,173,13.0,30.9230769230769,0.0769230769230769,0.0,0.0769230769230769,0.0,0.5,82.7,0.2,Midfielder
18,184,7.0,34.7142857142857,0.0,0.0,0.142857142857143,0.0,0.7,83.6,0.1,Midfielder
21,173,19.0,30.6315789473684,0.0,0.105263157894737,0.105263157894737,0.0,0.5,80.9,0.1,Midfielder
31,185,85.0,52.0941176470588,0.152941176470588,0.0470588235294117,0.0941176470588235,0.0,1.2,75.7,0.7,Midfielder
32,188,351.0,83.3076923076923,0.0313390313390313,0.0142450142450142,0.145299145299145,0.0113960113960113,0.6,78.0,3.5,Defender
25,187,119.0,76.0924369747899,0.0336134453781512,0.0168067226890756,0.226890756302521,0.0168067226890756,0.4,80.8,2.3,Midfielder
20,175,53.0,73.1320754716981,0.0754716981132075,0.0566037735849056,0.169811320754717,0.0188679245283018,0.9,81.7,0.8,Midfielder
26,200,134.0,86.7611940298507,0.0373134328358208,0.0373134328358208,0.119402985074627,0.0074626865671641,0.6,74.8,4.7,Defender
32,196,247.0,63.5384615384615,0.263157894736842,0.0526315789473684,0.0809716599190283,0.0040485829959514,1.9,55.2,5.9,Forward
25,195,117.0,85.2820512820513,0.0769230769230769,0.0341880341880341,0.299145299145299,0.0256410256410256,0.7,81.5,1.7,Defender
25,186,155.0,89.5870967741936,0.0,0.0,0.0838709677419354,0.0,0.0,62.9,0.4,Goalkeeper
20,183,29.0,45.7241379310345,0.0344827586206896,0.0344827586206896,0.0689655172413793,0.0,0.4,84.3,0.4,Defender
22,178,72.0,68.3888888888889,0.236111111111111,0.138888888888889,0.0416666666666666,0.0,1.6,81.3,0.2,Midfielder
32,185,129.0,89.1395348837209,0.0,0.0,0.0620155038759689,0.0,0.0,45.5,0.3,Goalkeeper
21,180,36.0,42.6111111111111,0.0,0.0555555555555555,0.0833333333333333,0.0,0.7,78.8,0.5,Midfielder
20,173,14.0,47.3571428571429,0.0,0.0714285714285714,0.142857142857143,0.0,1.1,83.7,0.8,Midfielder
24,180,109.0,49.8348623853211,0.146788990825688,0.018348623853211,0.110091743119266,0.0091743119266055,1.4,71.9,0.9,Forward
26,191,205.0,87.2341463414634,0.0390243902439024,0.0146341463414634,0.131707317073171,0.0097560975609756,0.4,79.3,2.5,Defender
25,182,192.0,73.9166666666667,0.151041666666667,0.21875,0.09375,0.0104166666666666,1.7,78.8,0.3,Midfielder
28,177,96.0,80.4895833333333,0.114583333333333,0.104166666666667,0.177083333333333,0.0104166666666666,1.3,83.8,0.7,Midfielder
24,168,107.0,63.8598130841122,0.224299065420561,0.186915887850467,0.0747663551401869,0.0,2.0,79.4,0.8,Midfielder
23,179,121.0,77.6776859504132,0.132231404958678,0.132231404958678,0.165289256198347,0.0,1.4,81.9,0.5,Midfielder
26,188,133.0,86.6917293233083,0.105263157894737,0.0902255639097744,0.0827067669172932,0.0,1.4,85.3,1.3,Defender
19,179,26.0,45.0769230769231,0.230769230769231,0.0384615384615384,0.0384615384615384,0.0,1.0,84.8,0.3,Midfielder
23,182,86.0,67.9302325581395,0.558139534883721,0.116279069767442,0.116279069767442,0.0116279069767441,2.8,68.2,1.2,Forward
19,177,11.0,58.4545454545455,0.181818181818182,0.181818181818182,0.363636363636364,0.0,1.3,65.3,0.5,Midfielder
23,180,40.0,64.075,0.025,0.0,0.075,0.0,0.3,90.2,1.7,Defender
24,176,101.0,60.7029702970297,0.0198019801980198,0.0495049504950495,0.217821782178218,0.0198019801980198,0.6,80.1,1.1,Defender
18,184,7.0,50.2857142857143,0.0,0.0,0.0,0.0,0.1,84.2,0.7,Defender
20,171,7.0,29.4285714285714,0.0,0.142857142857143,0.142857142857143,0.0,0.9,87.2,0.1,Midfielder
26,183,142.0,71.0352112676056,0.0352112676056338,0.0492957746478873,0.154929577464789,0.0140845070422535,0.6,83.5,1.4,Midfielder
24,176,154.0,64.1103896103896,0.311688311688312,0.0909090909090909,0.214285714285714,0.0194805194805194,2.2,72.3,1.5,Forward
25,175,80.0,51.0125,0.0875,0.1375,0.05,0.0,0.9,83.7,0.3,Midfielder
22,176,25.0,48.4,0.12,0.08,0.16,0.0,1.6,77.7,0.3,Midfielder
28,188,183.0,88.3224043715847,0.0,0.0,0.103825136612022,0.0,0.0,63.7,0.3,Goalkeeper
27,183,121.0,72.9338842975207,0.0330578512396694,0.15702479338843,0.0578512396694214,0.0,0.8,77.8,0.9,Defender
32,183,110.0,80.2,0.0272727272727272,0.0363636363636363,0.0909090909090909,0.009090909090909,0.6,87.6,3.0,Defender
23,190,9.0,26.5555555555556,0.0,0.0,0.111111111111111,0.111111111111111,0.9,79.4,0.3,Midfielder
26,188,129.0,89.7286821705426,0.0,0.0,0.0310077519379844,0.0,0.0,74.0,0.4,Goalkeeper
21,193,4.0,7.75,0.0,0.0,0.0,0.0,0.5,67.1,0.0,Defender
29,190,16.0,88.0625,0.0,0.0,0.0,0.0,0.0,55.4,0.1,Goalkeeper
36,196,356.0,75.4662921348315,0.432584269662921,0.207865168539326,0.0786516853932584,0.0,1.9,66.0,3.6,Forward
27,179,38.0,78.8947368421053,0.0263157894736842,0.0263157894736842,0.210526315789474,0.0,0.4,77.3,2.9,Defender
23,190,14.0,89.9285714285714,0.0,0.0,0.0714285714285714,0.0,0.4,73.9,3.2,Defender
28,178,48.0,47.4166666666667,0.0416666666666666,0.104166666666667,0.125,0.0,0.6,70.2,0.6,Midfielder
25,176,85.0,44.5294117647059,0.0941176470588235,0.105882352941176,0.141176470588235,0.0117647058823529,0.9,74.6,0.3,Midfielder
22,187,29.0,37.3793103448276,0.103448275862069,0.103448275862069,0.0344827586206896,0.0,1.3,63.2,0.6,Forward
21,190,6.0,17.6666666666667,0.0,0.0,0.166666666666667,0.0,0.2,74.4,0.5,Midfielder
22,178,3.0,5.33333333333333,0.0,0.0,0.0,0.0,0.3,90.0,0.0,Defender
25,170,18.0,46.3888888888889,0.0,0.0555555555555555,0.0,0.0,1.2,72.0,0.1,Midfielder
24,177,11.0,30.7272727272727,0.0,0.0,0.0,0.0,0.3,76.0,0.4,Midfielder
30,177,21.0,51.0952380952381,0.0476190476190476,0.0,0.19047619047619,0.0,0.6,77.3,0.3,Midfielder
28,177,21.0,29.7142857142857,0.0,0.0,0.0952380952380952,0.0,0.5,67.6,0.0,Forward
31,188,293.0,68.6689419795222,0.351535836177474,0.0921501706484641,0.174061433447099,0.0136518771331058,2.1,74.8,2.0,Forward
24,178,116.0,79.6551724137931,0.336206896551724,0.163793103448276,0.198275862068966,0.0,2.3,79.7,0.4,Midfielder
25,184,107.0,74.1775700934579,0.02803738317757,0.0,0.224299065420561,0.0,0.4,85.8,2.6,Defender
30,174,146.0,57.3219178082192,0.10958904109589,0.0753424657534246,0.0958904109589041,0.0,1.0,79.6,0.5,Midfielder
26,175,62.0,67.6290322580645,0.112903225806452,0.129032258064516,0.17741935483871,0.0,1.2,79.9,0.5,Midfielder
22,189,25.0,87.92,0.0,0.0,0.0,0.0,0.0,62.1,0.2,Goalkeeper
28,192,163.0,82.4110429447853,0.0245398773006134,0.0245398773006134,0.128834355828221,0.0184049079754601,0.3,82.7,2.1,Defender
27,181,55.0,60.6727272727273,0.0909090909090909,0.0363636363636363,0.163636363636364,0.0,0.8,84.0,0.9,Midfielder
24,183,84.0,72.5595238095238,0.0476190476190476,0.0238095238095238,0.380952380952381,0.0476190476190476,0.8,84.9,1.6,Midfielder
22,188,81.0,53.7283950617284,0.148148148148148,0.0493827160493827,0.148148148148148,0.0,1.1,76.3,0.5,Midfielder
30,173,69.0,61.5942028985507,0.0289855072463768,0.0434782608695652,0.231884057971015,0.0,0.3,77.7,0.9,Defender
24,177,25.0,41.96,0.04,0.12,0.08,0.0,0.9,85.8,0.4,Midfielder
19,183,25.0,45.04,0.12,0.16,0.08,0.0,0.7,74.0,0.9,Midfielder
30,185,75.0,83.52,0.0533333333333333,0.0133333333333333,0.253333333333333,0.0,0.5,72.3,1.9,Defender
29,188,64.0,89.296875,0.0,0.0,0.03125,0.0,0.0,50.2,0.2,Goalkeeper
30,187,157.0,48.9108280254777,0.21656050955414,0.0573248407643312,0.165605095541401,0.019108280254777,1.6,63.4,1.8,Forward
27,178,18.0,40.1666666666667,0.0,0.0,0.111111111111111,0.0,0.1,80.4,0.7,Midfielder
30,172,82.0,73.0731707317073,0.0121951219512195,0.0,0.134146341463415,0.0121951219512195,0.3,78.5,1.6,Defender
27,185,21.0,87.0476190476191,0.0,0.0,0.19047619047619,0.0476190476190476,0.4,68.6,2.8,Defender
27,170,25.0,35.12,0.08,0.04,0.0,0.0,0.5,73.3,0.6,Forward
34,170,68.0,76.6323529411765,0.0441176470588235,0.0147058823529411,0.294117647058824,0.0,1.1,70.2,1.1,Midfielder
38,197,296.0,89.7027027027027,0.0,0.0,0.0675675675675675,0.0033783783783783,0.0,43.5,0.3,Goalkeeper
26,172,63.0,62.8571428571429,0.0634920634920634,0.0317460317460317,0.206349206349206,0.0,0.5,72.9,1.0,Midfielder
17,180,9.0,33.6666666666667,0.0,0.0,0.0,0.0,0.4,71.6,0.1,Midfielder
29,181,14.0,46.0714285714286,0.0,0.0,0.0714285714285714,0.0,0.8,72.8,0.5,Midfielder
34,175,89.0,65.5280898876405,0.0337078651685393,0.0674157303370786,0.157303370786517,0.0,0.7,64.2,1.6,Forward
32,183,231.0,60.5974025974026,0.108225108225108,0.0952380952380952,0.108225108225108,0.0,1.3,81.3,0.3,Midfielder
25,182,26.0,65.5384615384615,0.0384615384615384,0.0384615384615384,0.230769230769231,0.0384615384615384,0.6,82.1,1.9,Defender
25,188,109.0,83.1192660550459,0.036697247706422,0.0275229357798165,0.119266055045872,0.0,0.4,86.2,1.6,Defender
28,189,115.0,73.4869565217391,0.0434782608695652,0.0347826086956521,0.156521739130435,0.008695652173913,0.4,84.0,1.4,Defender
28,163,148.0,79.7837837837838,0.0202702702702702,0.0135135135135135,0.195945945945946,0.027027027027027,0.5,84.2,0.4,Midfielder
24,180,30.0,48.7,0.0666666666666666,0.0333333333333333,0.0666666666666666,0.0,0.6,87.8,0.3,Midfielder
28,182,37.0,90.0,0.0,0.0,0.027027027027027,0.0,0.0,67.8,0.5,Goalkeeper
22,172,62.0,59.5806451612903,0.0967741935483871,0.032258064516129,0.112903225806452,0.0,0.7,84.7,0.2,Midfielder
28,183,57.0,69.2105263157895,0.0175438596491228,0.0350877192982456,0.0350877192982456,0.0175438596491228,0.4,76.8,1.4,Defender
23,175,73.0,46.1369863013699,0.0273972602739726,0.0273972602739726,0.205479452054795,0.0,0.5,82.9,0.4,Midfielder
21,173,6.0,28.6666666666667,0.0,0.0,0.0,0.0,0.8,87.2,0.3,Defender
22,175,68.0,37.7794117647059,0.0294117647058823,0.0147058823529411,0.25,0.0147058823529411,0.1,83.5,0.3,Midfielder
24,188,3.0,56.0,0.0,0.0,0.0,0.0,1.3,90.8,0.0,Defender
22,188,4.0,78.75,0.0,0.0,0.0,0.0,0.0,53.1,0.0,Goalkeeper
30,178,229.0,62.4148471615721,0.0960698689956331,0.0262008733624454,0.11353711790393,0.0043668122270742,0.9,80.8,0.6,Midfielder
19,190,1.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,Forward
20,169,1.0,9.0,0.0,0.0,0.0,0.0,1.0,88.9,0.0,Midfielder
25,178,9.0,26.1111111111111,0.0,0.0,0.111111111111111,0.0,0.2,73.4,0.3,Forward
23,194,13.0,81.9230769230769,0.153846153846154,0.0,0.615384615384615,0.0,0.9,78.4,2.7,Defender
33,191,208.0,60.5336538461539,0.192307692307692,0.0913461538461538,0.129807692307692,0.0048076923076923,1.8,61.7,3.6,Forward
24,184,13.0,85.3076923076923,0.0,0.0,0.230769230769231,0.0,0.6,74.5,1.8,Defender
29,178,19.0,67.9473684210526,0.0,0.0,0.0,0.0,1.2,80.8,1.2,Defender
26,185,37.0,45.2702702702703,0.027027027027027,0.0,0.027027027027027,0.027027027027027,0.8,75.7,1.0,Midfielder
27,178,11.0,89.6363636363636,0.0,0.0909090909090909,0.181818181818182,0.0,0.2,75.0,0.7,Defender
24,173,35.0,75.2,0.0285714285714285,0.0,0.2,0.0,0.5,83.4,1.3,Midfielder
28,185,92.0,81.75,0.0,0.0,0.206521739130435,0.0,0.3,77.8,1.4,Defender
28,190,9.0,90.0,0.0,0.0,0.0,0.0,0.0,68.3,0.3,Goalkeeper
23,179,5.0,66.0,0.0,0.0,0.0,0.0,0.6,85.9,0.8,Midfielder
21,187,7.0,90.0,0.0,0.0,0.0,0.0,0.0,50.0,0.3,Goalkeeper
24,169,12.0,66.6666666666667,0.0,0.0833333333333333,0.0,0.0,0.3,81.2,0.6,Defender
30,188,241.0,84.0248962655602,0.0373443983402489,0.0207468879668049,0.236514522821577,0.0124481327800829,0.6,78.9,1.8,Defender
25,186,51.0,56.2549019607843,0.0784313725490196,0.0588235294117647,0.0784313725490196,0.0,0.5,86.0,0.7,Midfielder
28,181,7.0,32.5714285714286,0.0,0.0,0.0,0.0,0.1,88.2,0.6,Midfielder
24,172,31.0,41.0645161290323,0.032258064516129,0.032258064516129,0.0,0.032258064516129,0.5,72.6,0.4,Midfielder
37,182,252.0,78.3611111111111,0.166666666666667,0.0396825396825396,0.166666666666667,0.0039682539682539,1.6,79.5,0.4,Midfielder
27,193,33.0,81.6666666666667,0.0303030303030303,0.0,0.181818181818182,0.0,0.1,75.6,1.6,Defender
30,190,35.0,79.5428571428571,0.0857142857142857,0.0,0.314285714285714,0.0571428571428571,0.5,79.0,2.7,Defender
24,186,195.0,83.8153846153846,0.0512820512820512,0.0256410256410256,0.174358974358974,0.0051282051282051,0.5,83.5,2.6,Defender
22,178,11.0,66.1818181818182,0.0,0.181818181818182,0.0,0.0,1.5,79.4,0.8,Midfielder
25,188,171.0,82.3859649122807,0.0818713450292397,0.0350877192982456,0.204678362573099,0.0,1.1,84.4,2.5,Defender
23,177,77.0,70.8311688311688,0.0649350649350649,0.0649350649350649,0.116883116883117,0.0,1.2,76.2,0.8,Midfielder
23,176,96.0,62.1041666666667,0.03125,0.0625,0.208333333333333,0.0,0.9,80.6,0.5,Midfielder
30,194,156.0,90.1987179487179,0.0,0.0128205128205128,0.0641025641025641,0.0,0.0,57.2,0.2,Goalkeeper
24,176,131.0,55.3282442748092,0.0610687022900763,0.122137404580153,0.137404580152672,0.0076335877862595,0.8,80.9,0.2,Midfielder
22,186,20.0,47.25,0.1,0.0,0.05,0.0,1.1,76.6,0.7,Forward
21,183,21.0,37.6666666666667,0.0952380952380952,0.0476190476190476,0.19047619047619,0.0,0.3,81.6,0.5,Midfielder
23,182,10.0,31.0,0.1,0.0,0.2,0.0,0.8,69.2,0.5,Forward
34,170,439.0,72.3006833712984,0.0683371298405467,0.0546697038724373,0.14123006833713,0.0091116173120728,0.7,85.0,0.7,Midfielder
30,185,246.0,62.4674796747968,0.0528455284552845,0.032520325203252,0.186991869918699,0.0040650406504065,0.6,81.5,1.0,Midfielder
22,182,36.0,67.25,0.0277777777777777,0.0277777777777777,0.0,0.0,0.1,78.9,0.4,Defender
29,170,345.0,72.2985507246377,0.0956521739130434,0.104347826086957,0.130434782608696,0.0115942028985507,1.1,79.1,0.9,Midfielder
25,192,16.0,83.5,0.0,0.0625,0.125,0.0,0.6,85.5,2.4,Defender
33,185,285.0,80.9578947368421,0.0807017543859649,0.0280701754385964,0.207017543859649,0.0070175438596491,0.8,79.5,4.0,Defender
25,181,121.0,45.1570247933884,0.198347107438017,0.0495867768595041,0.0578512396694214,0.0,1.0,80.7,0.6,Forward
28,191,139.0,90.2158273381295,0.0,0.014388489208633,0.0359712230215827,0.0,0.0,69.9,0.3,Goalkeeper
21,183,96.0,53.21875,0.0416666666666666,0.104166666666667,0.0520833333333333,0.0,0.6,81.1,0.2,Midfielder
29,182,322.0,69.611801242236,0.164596273291925,0.145962732919255,0.130434782608696,0.0031055900621118,1.5,82.8,0.6,Midfielder
26,193,169.0,52.5147928994083,0.0355029585798816,0.029585798816568,0.118343195266272,0.0059171597633136,0.9,79.4,1.3,Midfielder
25,176,97.0,45.2061855670103,0.11340206185567,0.0824742268041237,0.0515463917525773,0.0,1.2,80.1,0.2,Midfielder
24,189,8.0,23.25,0.0,0.0,0.0,0.0,0.3,84.2,0.8,Midfielder
25,176,24.0,37.3333333333333,0.0,0.0416666666666666,0.25,0.0,0.3,84.1,0.7,Defender
21,175,75.0,35.3733333333333,0.0533333333333333,0.0666666666666666,0.0666666666666666,0.0,1.0,77.4,0.2,Midfielder
25,191,6.0,82.1666666666667,0.0,0.0,0.0,0.0,0.0,87.3,2.3,Defender
23,178,48.0,50.9166666666667,0.104166666666667,0.0416666666666666,0.125,0.0208333333333333,0.8,78.5,0.5,Midfielder
26,181,191.0,77.6649214659686,0.0157068062827225,0.0418848167539267,0.157068062827225,0.0,0.3,79.2,1.0,Defender
23,187,34.0,69.7058823529412,0.0,0.0,0.205882352941176,0.0294117647058823,0.6,86.3,2.0,Midfielder
23,175,100.0,43.01,0.08,0.07,0.14,0.0,0.7,79.7,0.1,Midfielder
25,181,60.0,54.5666666666667,0.133333333333333,0.1,0.0666666666666666,0.0,1.1,71.6,2.1,Forward
30,180,202.0,66.1188118811881,0.0841584158415841,0.153465346534653,0.0693069306930693,0.0148514851485148,1.7,80.0,0.2,Midfielder
24,186,44.0,90.0,0.0,0.0227272727272727,0.0,0.0,0.0,62.3,0.6,Goalkeeper
21,187,43.0,83.6976744186047,0.0465116279069767,0.0465116279069767,0.209302325581395,0.0,0.4,80.9,1.5,Defender
24,190,43.0,82.6976744186047,0.162790697674419,0.0697674418604651,0.209302325581395,0.0232558139534883,1.5,80.8,0.6,Midfielder
